197.881, 129.490, 8.250, 21.153 False
197.606, 129.490, 8.251, 21.186 False
197.331, 129.490, 8.251, 21.219 False
197.056, 129.490, 8.249, 21.252 False
196.781, 129.490, 8.249, 21.285 False
196.506, 129.490, 8.250, 21.318 False
196.231, 129.490, 8.252, 21.351 False
195.956, 129.490, 8.254, 21.384 False
195.681, 129.490, 8.253, 21.417 False
195.406, 129.490, 8.247, 21.450 False
195.131, 129.490, 8.244, 21.483 False
194.856, 129.490, 8.245, 21.516 False
194.581, 129.490, 8.248, 21.549 False
194.306, 129.490, 8.249, 21.582 False
194.031, 129.490, 8.249, 21.615 False
193.756, 129.490, 8.251, 21.648 False
193.481, 129.490, 8.251, 21.681 False
193.206, 129.490, 8.250, 21.714 False
192.931, 129.490, 8.249, 21.747 False
192.656, 129.490, 8.251, 21.780 False
192.381, 129.490, 8.252, 21.813 False
192.106, 129.490, 8.251, 21.846 False
191.831, 129.490, 8.251, 21.879 False
191.556, 129.490, 8.252, 21.912 False
191.281, 129.490, 8.253, 21.945 False
191.006, 129.490, 8.252, 21.978 False
190.731, 129.490, 8.251, 22.011 False
190.456, 129.490, 8.252, 22.044 False
190.181, 129.490, 8.254, 22.077 False
189.905, 129.490, 8.257, 22.110 False
189.630, 129.490, 8.259, 22.143 False
189.355, 129.490, 8.260, 22.176 False
189.080, 129.490, 8.259, 22.209 False
188.804, 129.490, 8.256, 22.242 False
188.529, 129.490, 8.255, 22.275 False
188.254, 129.490, 8.256, 22.308 False
187.979, 129.490, 8.257, 22.341 False
187.704, 129.490, 8.256, 22.374 False
187.428, 129.490, 8.256, 22.407 False
187.153, 129.490, 8.257, 22.440 False
186.878, 129.490, 8.258, 22.473 False
186.603, 129.490, 8.257, 22.506 False
186.327, 129.490, 8.257, 22.539 False
186.052, 129.490, 8.258, 22.572 False
185.777, 129.490, 8.259, 22.605 False
185.502, 129.490, 8.257, 22.638 False
185.226, 129.490, 8.257, 22.671 False
184.951, 129.490, 8.258, 22.704 False
184.676, 129.490, 8.259, 22.737 False
184.401, 129.490, 8.258, 22.770 False
184.125, 129.490, 8.257, 22.803 False
183.850, 129.490, 8.258, 22.836 False
183.575, 129.490, 8.259, 22.869 False
183.299, 129.490, 8.258, 22.902 False
183.024, 129.490, 8.257, 22.935 False
182.749, 129.490, 8.259, 22.968 False
182.474, 129.490, 8.260, 23.001 False
182.198, 129.490, 8.258, 23.034 False
181.923, 129.490, 8.258, 23.067 False
181.648, 129.490, 8.259, 23.100 False
181.373, 129.490, 8.260, 23.133 False
181.097, 129.490, 8.259, 23.166 False
180.822, 129.490, 8.258, 23.199 False
180.547, 129.490, 8.259, 23.232 False
180.271, 129.490, 8.260, 23.265 False
179.996, 129.490, 8.259, 23.298 False
179.721, 129.490, 8.258, 23.331 False
179.445, 129.490, 8.259, 23.364 False
179.170, 129.490, 8.261, 23.397 False
178.895, 129.490, 8.259, 23.430 False
178.619, 129.490, 8.259, 23.463 False
178.344, 129.490, 8.260, 23.496 False
178.069, 129.490, 8.261, 23.529 False
177.793, 129.490, 8.260, 23.562 False
177.518, 129.490, 8.259, 23.595 False
177.243, 129.490, 8.260, 23.628 False
176.967, 129.490, 8.262, 23.661 False
176.692, 129.490, 8.265, 23.694 False
176.416, 129.490, 8.264, 23.727 False
176.141, 129.490, 8.256, 23.760 False
175.866, 129.490, 8.251, 23.793 False
175.591, 129.490, 8.252, 23.826 False
175.316, 129.490, 8.257, 23.859 False
175.041, 129.490, 8.262, 23.892 False
174.765, 129.490, 8.265, 23.925 False
